anio;indicador;variable;nivel_agregacion;unidad_territorial;valor
2023;18 ¿Y cuáles de los siguientes temas te resultan prioritarios para la agenda de ciencia y tecnología de la provincia donde vivís?;Potenciar la innovación en las empresas;Provincia;Córdoba;0.108196721
2023;18 ¿Y cuáles de los siguientes temas te resultan prioritarios para la agenda de ciencia y tecnología de la provincia donde vivís?;Potenciar la innovación en las empresas;Provincia;Corrientes;0.135384615
2023;18 ¿Y cuáles de los siguientes temas te resultan prioritarios para la agenda de ciencia y tecnología de la provincia donde vivís?;Potenciar la innovación en las empresas;Provincia;Entre Ríos;0.181818182
2023;18 ¿Y cuáles de los siguientes temas te resultan prioritarios para la agenda de ciencia y tecnología de la provincia donde vivís?;Potenciar la innovación en las empresas;Provincia;Formosa;0.156666667
2023;18 ¿Y cuáles de los siguientes temas te resultan prioritarios para la agenda de ciencia y tecnología de la provincia donde vivís?;Potenciar la innovación en las empresas;Provincia;Jujuy;0.180952381
2023;18 ¿Y cuáles de los siguientes temas te resultan prioritarios para la agenda de ciencia y tecnología de la provincia donde vivís?;Potenciar la innovación en las empresas;Provincia;La Pampa;0.207715134
2023;18 ¿Y cuáles de los siguientes temas te resultan prioritarios para la agenda de ciencia y tecnología de la provincia donde vivís?;Potenciar la innovación en las empresas;Provincia;La Rioja;0.14
2023;18 ¿Y cuáles de los siguientes temas te resultan prioritarios para la agenda de ciencia y tecnología de la provincia donde vivís?;Potenciar la innovación en las empresas;Provincia;Mendoza;0.133333333
2023;18 ¿Y cuáles de los siguientes temas te resultan prioritarios para la agenda de ciencia y tecnología de la provincia donde vivís?;Potenciar la innovación en las empresas;Provincia;Misiones;0.16875
2023;18 ¿Y cuáles de los siguientes temas te resultan prioritarios para la agenda de ciencia y tecnología de la provincia donde vivís?;Potenciar la innovación en las empresas;Provincia;Neuquén;0.125373134
2023;18 ¿Y cuáles de los siguientes temas te resultan prioritarios para la agenda de ciencia y tecnología de la provincia donde vivís?;Potenciar la innovación en las empresas;Provincia;Río Negro;0.123839009
2023;18 ¿Y cuáles de los siguientes temas te resultan prioritarios para la agenda de ciencia y tecnología de la provincia donde vivís?;Potenciar la innovación en las empresas;Provincia;Salta;0.150326797
2023;18 ¿Y cuáles de los siguientes temas te resultan prioritarios para la agenda de ciencia y tecnología de la provincia donde vivís?;Potenciar la innovación en las empresas;Provincia;San Juan;0.14520548
2023;18 ¿Y cuáles de los siguientes temas te resultan prioritarios para la agenda de ciencia y tecnología de la provincia donde vivís?;Potenciar la innovación en las empresas;Provincia;San Luis;0.214285714
2023;18 ¿Y cuáles de los siguientes temas te resultan prioritarios para la agenda de ciencia y tecnología de la provincia donde vivís?;Potenciar la innovación en las empresas;Provincia;Santa Cruz;0.139534884
2023;18 ¿Y cuáles de los siguientes temas te resultan prioritarios para la agenda de ciencia y tecnología de la provincia donde vivís?;Potenciar la innovación en las empresas;Provincia;Santa Fe;0.171779141
2023;18 ¿Y cuáles de los siguientes temas te resultan prioritarios para la agenda de ciencia y tecnología de la provincia donde vivís?;Potenciar la innovación en las empresas;Provincia;Santiago del Estero;0.136212625
2023;18 ¿Y cuáles de los siguientes temas te resultan prioritarios para la agenda de ciencia y tecnología de la provincia donde vivís?;Potenciar la innovación en las empresas;Provincia;Tierra del Fuego;0.206666667
2023;18 ¿Y cuáles de los siguientes temas te resultan prioritarios para la agenda de ciencia y tecnología de la provincia donde vivís?;Potenciar la innovación en las empresas;Provincia;Tucumán;0.13442623
2023;18 ¿Y cuáles de los siguientes temas te resultan prioritarios para la agenda de ciencia y tecnología de la provincia donde vivís?;Fortalecer la investigación marítima y el uso sostenible del Mar Argentino;Provincia;C.A.B.A.;0.115264798
2023;18 ¿Y cuáles de los siguientes temas te resultan prioritarios para la agenda de ciencia y tecnología de la provincia donde vivís?;Fortalecer la investigación marítima y el uso sostenible del Mar Argentino;Provincia;Buenos Aires;0.149765371
2023;18 ¿Y cuáles de los siguientes temas te resultan prioritarios para la agenda de ciencia y tecnología de la provincia donde vivís?;Fortalecer la investigación marítima y el uso sostenible del Mar Argentino;Provincia;Catamarca;0.012578616
2023;18 ¿Y cuáles de los siguientes temas te resultan prioritarios para la agenda de ciencia y tecnología de la provincia donde vivís?;Fortalecer la investigación marítima y el uso sostenible del Mar Argentino;Provincia;Chaco;0.021472393
2023;18 ¿Y cuáles de los siguientes temas te resultan prioritarios para la agenda de ciencia y tecnología de la provincia donde vivís?;Fortalecer la investigación marítima y el uso sostenible del Mar Argentino;Provincia;Chubut;0.253333333
2023;18 ¿Y cuáles de los siguientes temas te resultan prioritarios para la agenda de ciencia y tecnología de la provincia donde vivís?;Fortalecer la investigación marítima y el uso sostenible del Mar Argentino;Provincia;Córdoba;0.068852459
2023;18 ¿Y cuáles de los siguientes temas te resultan prioritarios para la agenda de ciencia y tecnología de la provincia donde vivís?;Fortalecer la investigación marítima y el uso sostenible del Mar Argentino;Provincia;Corrientes;0.043076923
2023;18 ¿Y cuáles de los siguientes temas te resultan prioritarios para la agenda de ciencia y tecnología de la provincia donde vivís?;Fortalecer la investigación marítima y el uso sostenible del Mar Argentino;Provincia;Entre Ríos;0.016233766
2023;18 ¿Y cuáles de los siguientes temas te resultan prioritarios para la agenda de ciencia y tecnología de la provincia donde vivís?;Fortalecer la investigación marítima y el uso sostenible del Mar Argentino;Provincia;Formosa;0.043333333
2023;18 ¿Y cuáles de los siguientes temas te resultan prioritarios para la agenda de ciencia y tecnología de la provincia donde vivís?;Fortalecer la investigación marítima y el uso sostenible del Mar Argentino;Provincia;Jujuy;0.019047619
2023;18 ¿Y cuáles de los siguientes temas te resultan prioritarios para la agenda de ciencia y tecnología de la provincia donde vivís?;Fortalecer la investigación marítima y el uso sostenible del Mar Argentino;Provincia;La Pampa;0.035608309
2023;18 ¿Y cuáles de los siguientes temas te resultan prioritarios para la agenda de ciencia y tecnología de la provincia donde vivís?;Fortalecer la investigación marítima y el uso sostenible del Mar Argentino;Provincia;La Rioja;0.026666667
2023;18 ¿Y cuáles de los siguientes temas te resultan prioritarios para la agenda de ciencia y tecnología de la provincia donde vivís?;Fortalecer la investigación marítima y el uso sostenible del Mar Argentino;Provincia;Mendoza;0.031884058
2023;18 ¿Y cuáles de los siguientes temas te resultan prioritarios para la agenda de ciencia y tecnología de la provincia donde vivís?;Fortalecer la investigación marítima y el uso sostenible del Mar Argentino;Provincia;Misiones;0.015625
2023;18 ¿Y cuáles de los siguientes temas te resultan prioritarios para la agenda de ciencia y tecnología de la provincia donde vivís?;Fortalecer la investigación marítima y el uso sostenible del Mar Argentino;Provincia;Neuquén;0.059701493
2023;18 ¿Y cuáles de los siguientes temas te resultan prioritarios para la agenda de ciencia y tecnología de la provincia donde vivís?;Fortalecer la investigación marítima y el uso sostenible del Mar Argentino;Provincia;Río Negro;0.148606811
2023;18 ¿Y cuáles de los siguientes temas te resultan prioritarios para la agenda de ciencia y tecnología de la provincia donde vivís?;Fortalecer la investigación marítima y el uso sostenible del Mar Argentino;Provincia;Salta;0.035947712
2023;18 ¿Y cuáles de los siguientes temas te resultan prioritarios para la agenda de ciencia y tecnología de la provincia donde vivís?;Fortalecer la investigación marítima y el uso sostenible del Mar Argentino;Provincia;San Juan;0.060273973
2023;18 ¿Y cuáles de los siguientes temas te resultan prioritarios para la agenda de ciencia y tecnología de la provincia donde vivís?;Fortalecer la investigación marítima y el uso sostenible del Mar Argentino;Provincia;San Luis;0.025974026
2023;18 ¿Y cuáles de los siguientes temas te resultan prioritarios para la agenda de ciencia y tecnología de la provincia donde vivís?;Fortalecer la investigación marítima y el uso sostenible del Mar Argentino;Provincia;Santa Cruz;0.202657807
2023;18 ¿Y cuáles de los siguientes temas te resultan prioritarios para la agenda de ciencia y tecnología de la provincia donde vivís?;Fortalecer la investigación marítima y el uso sostenible del Mar Argentino;Provincia;Santa Fe;0.049079755
2023;18 ¿Y cuáles de los siguientes temas te resultan prioritarios para la agenda de ciencia y tecnología de la provincia donde vivís?;Fortalecer la investigación marítima y el uso sostenible del Mar Argentino;Provincia;Santiago del Estero;0.016611296
2023;18 ¿Y cuáles de los siguientes temas te resultan prioritarios para la agenda de ciencia y tecnología de la provincia donde vivís?;Fortalecer la investigación marítima y el uso sostenible del Mar Argentino;Provincia;Tierra del Fuego;0.32
2023;18 ¿Y cuáles de los siguientes temas te resultan prioritarios para la agenda de ciencia y tecnología de la provincia donde vivís?;Fortalecer la investigación marítima y el uso sostenible del Mar Argentino;Provincia;Tucumán;0.036065574
2023;18 ¿Y cuáles de los siguientes temas te resultan prioritarios para la agenda de ciencia y tecnología de la provincia donde vivís?;Impulsar el desarrollo de energías renovables / transición energética;Provincia;C.A.B.A.;0.277258567
2023;18 ¿Y cuáles de los siguientes temas te resultan prioritarios para la agenda de ciencia y tecnología de la provincia donde vivís?;Impulsar el desarrollo de energías renovables / transición energética;Provincia;Buenos Aires;0.303663123
2023;18 ¿Y cuáles de los siguientes temas te resultan prioritarios para la agenda de ciencia y tecnología de la provincia donde vivís?;Impulsar el desarrollo de energías renovables / transición energética;Provincia;Catamarca;0.317610063
2023;18 ¿Y cuáles de los siguientes temas te resultan prioritarios para la agenda de ciencia y tecnología de la provincia donde vivís?;Impulsar el desarrollo de energías renovables / transición energética;Provincia;Chaco;0.22392638
2023;18 ¿Y cuáles de los siguientes temas te resultan prioritarios para la agenda de ciencia y tecnología de la provincia donde vivís?;Impulsar el desarrollo de energías renovables / transición energética;Provincia;Chubut;0.336666667
2023;18 ¿Y cuáles de los siguientes temas te resultan prioritarios para la agenda de ciencia y tecnología de la provincia donde vivís?;Impulsar el desarrollo de energías renovables / transición energética;Provincia;Córdoba;0.318032787
2023;18 ¿Y cuáles de los siguientes temas te resultan prioritarios para la agenda de ciencia y tecnología de la provincia donde vivís?;Impulsar el desarrollo de energías renovables / transición energética;Provincia;Corrientes;0.28
2023;18 ¿Y cuáles de los siguientes temas te resultan prioritarios para la agenda de ciencia y tecnología de la provincia donde vivís?;Impulsar el desarrollo de energías renovables / transición energética;Provincia;Entre Ríos;0.305194805
2023;18 ¿Y cuáles de los siguientes temas te resultan prioritarios para la agenda de ciencia y tecnología de la provincia donde vivís?;Impulsar el desarrollo de energías renovables / transición energética;Provincia;Formosa;0.236666667
2023;18 ¿Y cuáles de los siguientes temas te resultan prioritarios para la agenda de ciencia y tecnología de la provincia donde vivís?;Impulsar el desarrollo de energías renovables / transición energética;Provincia;Jujuy;0.295238095
2023;18 ¿Y cuáles de los siguientes temas te resultan prioritarios para la agenda de ciencia y tecnología de la provincia donde vivís?;Impulsar el desarrollo de energías renovables / transición energética;Provincia;La Pampa;0.284866469
2023;18 ¿Y cuáles de los siguientes temas te resultan prioritarios para la agenda de ciencia y tecnología de la provincia donde vivís?;Impulsar el desarrollo de energías renovables / transición energética;Provincia;La Rioja;0.27
2023;18 ¿Y cuáles de los siguientes temas te resultan prioritarios para la agenda de ciencia y tecnología de la provincia donde vivís?;Impulsar el desarrollo de energías renovables / transición energética;Provincia;Mendoza;0.394202899
2023;18 ¿Y cuáles de los siguientes temas te resultan prioritarios para la agenda de ciencia y tecnología de la provincia donde vivís?;Impulsar el desarrollo de energías renovables / transición energética;Provincia;Misiones;0.334375
2023;18 ¿Y cuáles de los siguientes temas te resultan prioritarios para la agenda de ciencia y tecnología de la provincia donde vivís?;Impulsar el desarrollo de energías renovables / transición energética;Provincia;Neuquén;0.337313433
2023;18 ¿Y cuáles de los siguientes temas te resultan prioritarios para la agenda de ciencia y tecnología de la provincia donde vivís?;Impulsar el desarrollo de energías renovables / transición energética;Provincia;Río Negro;0.343653251
2023;18 ¿Y cuáles de los siguientes temas te resultan prioritarios para la agenda de ciencia y tecnología de la provincia donde vivís?;Impulsar el desarrollo de energías renovables / transición energética;Provincia;Salta;0.303921569
2023;18 ¿Y cuáles de los siguientes temas te resultan prioritarios para la agenda de ciencia y tecnología de la provincia donde vivís?;Impulsar el desarrollo de energías renovables / transición energética;Provincia;San Juan;0.350684932
2023;18 ¿Y cuáles de los siguientes temas te resultan prioritarios para la agenda de ciencia y tecnología de la provincia donde vivís?;Impulsar el desarrollo de energías renovables / transición energética;Provincia;San Luis;0.305194805
2023;18 ¿Y cuáles de los siguientes temas te resultan prioritarios para la agenda de ciencia y tecnología de la provincia donde vivís?;Impulsar el desarrollo de energías renovables / transición energética;Provincia;Santa Cruz;0.415282392
2023;18 ¿Y cuáles de los siguientes temas te resultan prioritarios para la agenda de ciencia y tecnología de la provincia donde vivís?;Impulsar el desarrollo de energías renovables / transición energética;Provincia;Santa Fe;0.263803681
2023;18 ¿Y cuáles de los siguientes temas te resultan prioritarios para la agenda de ciencia y tecnología de la provincia donde vivís?;Impulsar el desarrollo de energías renovables / transición energética;Provincia;Santiago del Estero;0.225913621
2023;18 ¿Y cuáles de los siguientes temas te resultan prioritarios para la agenda de ciencia y tecnología de la provincia donde vivís?;Impulsar el desarrollo de energías renovables / transición energética;Provincia;Tierra del Fuego;0.336666667
2023;18 ¿Y cuáles de los siguientes temas te resultan prioritarios para la agenda de ciencia y tecnología de la provincia donde vivís?;Impulsar el desarrollo de energías renovables / transición energética;Provincia;Tucumán;0.278688525
2023;18 ¿Y cuáles de los siguientes temas te resultan prioritarios para la agenda de ciencia y tecnología de la provincia donde vivís?;Mejorar la calidad del aire. suelo y agua;Provincia;C.A.B.A.;0.30529595
2023;18 ¿Y cuáles de los siguientes temas te resultan prioritarios para la agenda de ciencia y tecnología de la provincia donde vivís?;Mejorar la calidad del aire. suelo y agua;Provincia;Buenos Aires;0.257444998
2023;18 ¿Y cuáles de los siguientes temas te resultan prioritarios para la agenda de ciencia y tecnología de la provincia donde vivís?;Mejorar la calidad del aire. suelo y agua;Provincia;Catamarca;0.245283019
2023;18 ¿Y cuáles de los siguientes temas te resultan prioritarios para la agenda de ciencia y tecnología de la provincia donde vivís?;Mejorar la calidad del aire. suelo y agua;Provincia;Chaco;0.248466258
2023;18 ¿Y cuáles de los siguientes temas te resultan prioritarios para la agenda de ciencia y tecnología de la provincia donde vivís?;Mejorar la calidad del aire. suelo y agua;Provincia;Chubut;0.316666667
2023;18 ¿Y cuáles de los siguientes temas te resultan prioritarios para la agenda de ciencia y tecnología de la provincia donde vivís?;Mejorar la calidad del aire. suelo y agua;Provincia;Córdoba;0.363934426
2023;18 ¿Y cuáles de los siguientes temas te resultan prioritarios para la agenda de ciencia y tecnología de la provincia donde vivís?;Mejorar la calidad del aire. suelo y agua;Provincia;Corrientes;0.255384615
2023;18 ¿Y cuáles de los siguientes temas te resultan prioritarios para la agenda de ciencia y tecnología de la provincia donde vivís?;Mejorar la calidad del aire. suelo y agua;Provincia;Entre Ríos;0.288961039
2023;18 ¿Y cuáles de los siguientes temas te resultan prioritarios para la agenda de ciencia y tecnología de la provincia donde vivís?;Mejorar la calidad del aire. suelo y agua;Provincia;Formosa;0.233333333
2023;18 ¿Y cuáles de los siguientes temas te resultan prioritarios para la agenda de ciencia y tecnología de la provincia donde vivís?;Mejorar la calidad del aire. suelo y agua;Provincia;Jujuy;0.301587302
2023;18 ¿Y cuáles de los siguientes temas te resultan prioritarios para la agenda de ciencia y tecnología de la provincia donde vivís?;Mejorar la calidad del aire. suelo y agua;Provincia;La Pampa;0.299703264
2023;18 ¿Y cuáles de los siguientes temas te resultan prioritarios para la agenda de ciencia y tecnología de la provincia donde vivís?;Mejorar la calidad del aire. suelo y agua;Provincia;La Rioja;0.27
2023;18 ¿Y cuáles de los siguientes temas te resultan prioritarios para la agenda de ciencia y tecnología de la provincia donde vivís?;Mejorar la calidad del aire. suelo y agua;Provincia;Mendoza;0.295652174
2023;18 ¿Y cuáles de los siguientes temas te resultan prioritarios para la agenda de ciencia y tecnología de la provincia donde vivís?;Mejorar la calidad del aire. suelo y agua;Provincia;Misiones;0.275
2023;18 ¿Y cuáles de los siguientes temas te resultan prioritarios para la agenda de ciencia y tecnología de la provincia donde vivís?;Mejorar la calidad del aire. suelo y agua;Provincia;Neuquén;0.31641791
2023;18 ¿Y cuáles de los siguientes temas te resultan prioritarios para la agenda de ciencia y tecnología de la provincia donde vivís?;Mejorar la calidad del aire. suelo y agua;Provincia;Río Negro;0.315789474
2023;18 ¿Y cuáles de los siguientes temas te resultan prioritarios para la agenda de ciencia y tecnología de la provincia donde vivís?;Mejorar la calidad del aire. suelo y agua;Provincia;Salta;0.297385621
2023;18 ¿Y cuáles de los siguientes temas te resultan prioritarios para la agenda de ciencia y tecnología de la provincia donde vivís?;Mejorar la calidad del aire. suelo y agua;Provincia;San Juan;0.309589041
2023;18 ¿Y cuáles de los siguientes temas te resultan prioritarios para la agenda de ciencia y tecnología de la provincia donde vivís?;Mejorar la calidad del aire. suelo y agua;Provincia;San Luis;0.282467533
2023;18 ¿Y cuáles de los siguientes temas te resultan prioritarios para la agenda de ciencia y tecnología de la provincia donde vivís?;Mejorar la calidad del aire. suelo y agua;Provincia;Santa Cruz;0.235880399
2023;18 ¿Y cuáles de los siguientes temas te resultan prioritarios para la agenda de ciencia y tecnología de la provincia donde vivís?;Mejorar la calidad del aire. suelo y agua;Provincia;Santa Fe;0.306748466
2023;18 ¿Y cuáles de los siguientes temas te resultan prioritarios para la agenda de ciencia y tecnología de la provincia donde vivís?;Mejorar la calidad del aire. suelo y agua;Provincia;Santiago del Estero;0.275747508
2023;18 ¿Y cuáles de los siguientes temas te resultan prioritarios para la agenda de ciencia y tecnología de la provincia donde vivís?;Mejorar la calidad del aire. suelo y agua;Provincia;Tierra del Fuego;0.226666667
2023;18 ¿Y cuáles de los siguientes temas te resultan prioritarios para la agenda de ciencia y tecnología de la provincia donde vivís?;Mejorar la calidad del aire. suelo y agua;Provincia;Tucumán;0.285245902
2023;18 ¿Y cuáles de los siguientes temas te resultan prioritarios para la agenda de ciencia y tecnología de la provincia donde vivís?;Potenciar el desarrollo de las tecnologías de información e industria informática;Provincia;C.A.B.A.;0.193146417
2023;18 ¿Y cuáles de los siguientes temas te resultan prioritarios para la agenda de ciencia y tecnología de la provincia donde vivís?;Potenciar el desarrollo de las tecnologías de información e industria informática;Provincia;Buenos Aires;0.160215301
2023;18 ¿Y cuáles de los siguientes temas te resultan prioritarios para la agenda de ciencia y tecnología de la provincia donde vivís?;Potenciar el desarrollo de las tecnologías de información e industria informática;Provincia;Catamarca;0.179245283
2023;18 ¿Y cuáles de los siguientes temas te resultan prioritarios para la agenda de ciencia y tecnología de la provincia donde vivís?;Potenciar el desarrollo de las tecnologías de información e industria informática;Provincia;Chaco;0.134969325
2023;18 ¿Y cuáles de los siguientes temas te resultan prioritarios para la agenda de ciencia y tecnología de la provincia donde vivís?;Potenciar el desarrollo de las tecnologías de información e industria informática;Provincia;Chubut;0.136666667
2023;18 ¿Y cuáles de los siguientes temas te resultan prioritarios para la agenda de ciencia y tecnología de la provincia donde vivís?;Potenciar el desarrollo de las tecnologías de información e industria informática;Provincia;Córdoba;0.163934426
2023;18 ¿Y cuáles de los siguientes temas te resultan prioritarios para la agenda de ciencia y tecnología de la provincia donde vivís?;Potenciar el desarrollo de las tecnologías de información e industria informática;Provincia;Corrientes;0.144615385
2023;18 ¿Y cuáles de los siguientes temas te resultan prioritarios para la agenda de ciencia y tecnología de la provincia donde vivís?;Potenciar el desarrollo de las tecnologías de información e industria informática;Provincia;Entre Ríos;0.162337662
2023;18 ¿Y cuáles de los siguientes temas te resultan prioritarios para la agenda de ciencia y tecnología de la provincia donde vivís?;Potenciar el desarrollo de las tecnologías de información e industria informática;Provincia;Formosa;0.19
2023;18 ¿Y cuáles de los siguientes temas te resultan prioritarios para la agenda de ciencia y tecnología de la provincia donde vivís?;Potenciar el desarrollo de las tecnologías de información e industria informática;Provincia;Jujuy;0.241269841
2023;18 ¿Y cuáles de los siguientes temas te resultan prioritarios para la agenda de ciencia y tecnología de la provincia donde vivís?;Potenciar el desarrollo de las tecnologías de información e industria informática;Provincia;La Pampa;0.169139466
2023;18 ¿Y cuáles de los siguientes temas te resultan prioritarios para la agenda de ciencia y tecnología de la provincia donde vivís?;Potenciar el desarrollo de las tecnologías de información e industria informática;Provincia;La Rioja;0.18
2023;18 ¿Y cuáles de los siguientes temas te resultan prioritarios para la agenda de ciencia y tecnología de la provincia donde vivís?;Potenciar el desarrollo de las tecnologías de información e industria informática;Provincia;Mendoza;0.205797101
2023;18 ¿Y cuáles de los siguientes temas te resultan prioritarios para la agenda de ciencia y tecnología de la provincia donde vivís?;Potenciar el desarrollo de las tecnologías de información e industria informática;Provincia;Misiones;0.153125
2023;18 ¿Y cuáles de los siguientes temas te resultan prioritarios para la agenda de ciencia y tecnología de la provincia donde vivís?;Potenciar el desarrollo de las tecnologías de información e industria informática;Provincia;Neuquén;0.182089552
2023;18 ¿Y cuáles de los siguientes temas te resultan prioritarios para la agenda de ciencia y tecnología de la provincia donde vivís?;Potenciar el desarrollo de las tecnologías de información e industria informática;Provincia;Río Negro;0.133126935
2023;18 ¿Y cuáles de los siguientes temas te resultan prioritarios para la agenda de ciencia y tecnología de la provincia donde vivís?;Potenciar el desarrollo de las tecnologías de información e industria informática;Provincia;Salta;0.166666667
2023;18 ¿Y cuáles de los siguientes temas te resultan prioritarios para la agenda de ciencia y tecnología de la provincia donde vivís?;Potenciar el desarrollo de las tecnologías de información e industria informática;Provincia;San Juan;0.191780822
2023;18 ¿Y cuáles de los siguientes temas te resultan prioritarios para la agenda de ciencia y tecnología de la provincia donde vivís?;Potenciar el desarrollo de las tecnologías de información e industria informática;Provincia;San Luis;0.175324675
2023;18 ¿Y cuáles de los siguientes temas te resultan prioritarios para la agenda de ciencia y tecnología de la provincia donde vivís?;Potenciar el desarrollo de las tecnologías de información e industria informática;Provincia;Santa Cruz;0.159468439
2023;18 ¿Y cuáles de los siguientes temas te resultan prioritarios para la agenda de ciencia y tecnología de la provincia donde vivís?;Potenciar el desarrollo de las tecnologías de información e industria informática;Provincia;Santa Fe;0.134969325
2023;18 ¿Y cuáles de los siguientes temas te resultan prioritarios para la agenda de ciencia y tecnología de la provincia donde vivís?;Potenciar el desarrollo de las tecnologías de información e industria informática;Provincia;Santiago del Estero;0.15282392
2023;18 ¿Y cuáles de los siguientes temas te resultan prioritarios para la agenda de ciencia y tecnología de la provincia donde vivís?;Potenciar el desarrollo de las tecnologías de información e industria informática;Provincia;Tierra del Fuego;0.19
2023;18 ¿Y cuáles de los siguientes temas te resultan prioritarios para la agenda de ciencia y tecnología de la provincia donde vivís?;Potenciar el desarrollo de las tecnologías de información e industria informática;Provincia;Tucumán;0.160655738
2023;18 ¿Y cuáles de los siguientes temas te resultan prioritarios para la agenda de ciencia y tecnología de la provincia donde vivís?;No sé;Provincia;C.A.B.A.;0.012461059
2023;18 ¿Y cuáles de los siguientes temas te resultan prioritarios para la agenda de ciencia y tecnología de la provincia donde vivís?;No sé;Provincia;Buenos Aires;0.013719278
2023;18 ¿Y cuáles de los siguientes temas te resultan prioritarios para la agenda de ciencia y tecnología de la provincia donde vivís?;No sé;Provincia;Catamarca;0.012578616
2023;18 ¿Y cuáles de los siguientes temas te resultan prioritarios para la agenda de ciencia y tecnología de la provincia donde vivís?;No sé;Provincia;Chaco;0.012269939
2023;18 ¿Y cuáles de los siguientes temas te resultan prioritarios para la agenda de ciencia y tecnología de la provincia donde vivís?;No sé;Provincia;Chubut;0.006666667
2023;18 ¿Y cuáles de los siguientes temas te resultan prioritarios para la agenda de ciencia y tecnología de la provincia donde vivís?;No sé;Provincia;Córdoba;0.006557377
2023;18 ¿Y cuáles de los siguientes temas te resultan prioritarios para la agenda de ciencia y tecnología de la provincia donde vivís?;No sé;Provincia;Corrientes;0.009230769
2023;18 ¿Y cuáles de los siguientes temas te resultan prioritarios para la agenda de ciencia y tecnología de la provincia donde vivís?;No sé;Provincia;Entre Ríos;0.012987013
2023;18 ¿Y cuáles de los siguientes temas te resultan prioritarios para la agenda de ciencia y tecnología de la provincia donde vivís?;No sé;Provincia;Formosa;0.013333333
2023;18 ¿Y cuáles de los siguientes temas te resultan prioritarios para la agenda de ciencia y tecnología de la provincia donde vivís?;No sé;Provincia;Jujuy;0.015873016
2023;18 ¿Y cuáles de los siguientes temas te resultan prioritarios para la agenda de ciencia y tecnología de la provincia donde vivís?;No sé;Provincia;La Pampa;0.005934718
2023;18 ¿Y cuáles de los siguientes temas te resultan prioritarios para la agenda de ciencia y tecnología de la provincia donde vivís?;No sé;Provincia;La Rioja;0.006666667
2023;18 ¿Y cuáles de los siguientes temas te resultan prioritarios para la agenda de ciencia y tecnología de la provincia donde vivís?;No sé;Provincia;Mendoza;0.026086957
2023;18 ¿Y cuáles de los siguientes temas te resultan prioritarios para la agenda de ciencia y tecnología de la provincia donde vivís?;No sé;Provincia;Misiones;0.00625
2023;18 ¿Y cuáles de los siguientes temas te resultan prioritarios para la agenda de ciencia y tecnología de la provincia donde vivís?;No sé;Provincia;Neuquén;0.011940299
2023;18 ¿Y cuáles de los siguientes temas te resultan prioritarios para la agenda de ciencia y tecnología de la provincia donde vivís?;No sé;Provincia;Río Negro;0.009287926
2023;18 ¿Y cuáles de los siguientes temas te resultan prioritarios para la agenda de ciencia y tecnología de la provincia donde vivís?;No sé;Provincia;Salta;0.022875817
2023;18 ¿Y cuáles de los siguientes temas te resultan prioritarios para la agenda de ciencia y tecnología de la provincia donde vivís?;No sé;Provincia;San Juan;0.010958904
2023;18 ¿Y cuáles de los siguientes temas te resultan prioritarios para la agenda de ciencia y tecnología de la provincia donde vivís?;No sé;Provincia;San Luis;0.012987013
2023;18 ¿Y cuáles de los siguientes temas te resultan prioritarios para la agenda de ciencia y tecnología de la provincia donde vivís?;No sé;Provincia;Santa Cruz;0.016611296
2023;18 ¿Y cuáles de los siguientes temas te resultan prioritarios para la agenda de ciencia y tecnología de la provincia donde vivís?;No sé;Provincia;Santa Fe;0.009202454
2023;18 ¿Y cuáles de los siguientes temas te resultan prioritarios para la agenda de ciencia y tecnología de la provincia donde vivís?;No sé;Provincia;Santiago del Estero;0.006644518
2023;18 ¿Y cuáles de los siguientes temas te resultan prioritarios para la agenda de ciencia y tecnología de la provincia donde vivís?;No sé;Provincia;Tierra del Fuego;0.016666667
2023;18 ¿Y cuáles de los siguientes temas te resultan prioritarios para la agenda de ciencia y tecnología de la provincia donde vivís?;No sé;Provincia;Tucumán;0.019672131
2023;18 ¿Y cuáles de los siguientes temas te resultan prioritarios para la agenda de ciencia y tecnología de la provincia donde vivís?;Desarrollo de una economía sostenible;Provincia;Metropolitana;0.389071344
2023;18 ¿Y cuáles de los siguientes temas te resultan prioritarios para la agenda de ciencia y tecnología de la provincia donde vivís?;Desarrollo de una economía sostenible;Región;Centro;0.404234831
2023;18 ¿Y cuáles de los siguientes temas te resultan prioritarios para la agenda de ciencia y tecnología de la provincia donde vivís?;Reducción de pobreza y desigualdades;Región;Centro;0.463195647
2023;18 ¿Y cuáles de los siguientes temas te resultan prioritarios para la agenda de ciencia y tecnología de la provincia donde vivís?;Calidad y disponibilidad de alimentos;Región;Centro;0.227627225
2023;18 ¿Y cuáles de los siguientes temas te resultan prioritarios para la agenda de ciencia y tecnología de la provincia donde vivís?;Educación inclusiva y de calidad;Región;Centro;0.394558353
2023;18 ¿Y cuáles de los siguientes temas te resultan prioritarios para la agenda de ciencia y tecnología de la provincia donde vivís?;Salud accesible. equitativa y de calidad;Región;Centro;0.492695003
2023;18 ¿Y cuáles de los siguientes temas te resultan prioritarios para la agenda de ciencia y tecnología de la provincia donde vivís?;Desarrollo de una economía sostenible;País;Total país;0.400736115
2023;18 ¿Y cuáles de los siguientes temas te resultan prioritarios para la agenda de ciencia y tecnología de la provincia donde vivís?;Reducción de pobreza y desigualdades;Provincia;Metropolitana;0.457962978
